i,x
1362,[1 1 1]
1363,[1 1 1]
1364,[1 1 1]
1365,[1 1 1]
1366,[1 1 1]
1367,[1 1 1]
1368,[1 1 1]
1369,[1 1 1]
1370,[1 1 1]
1371,[1 1 1]
1372,[1 1 1]
1373,[0 1 1]
1374,[1 1 1]
1375,[1 1 1]
1376,[1 1 1]
1377,[1 1 1]
1378,[1 1 1]
1379,[1 1 1]
1380,[1 1 1]
1381,[1 1 1]
1382,[1 1 1]
1383,[1 1 1]
1384,[1 1 1]
1385,[1 1 1]
1386,[1 1 1]
1387,[1 1 1]
1388,[0 1 1]
1389,[1 1 1]
1390,[1 1 1]
1391,[1 1 1]
1392,[1 1 1]
1393,[1 1 1]
1394,[1 1 1]
1395,[1 1 1]
1396,[1 1 1]
1397,[1 1 1]
1398,[1 1 1]
1399,[1 1 1]
1400,[1 1 1]
1401,[1 1 1]
1402,[0 1 1]
1403,[1 1 1]
1404,[1 1 1]
1405,[1 1 1]
1406,[1 1 1]
1407,[1 1 1]
1408,[1 1 1]
1409,[0 1 1]
1410,[1 1 1]
1411,[1 1 1]
1412,[1 1 1]
1413,[1 1 1]
1414,[1 1 1]
1415,[1 1 1]
1416,[1 1 1]
1417,[1 1 1]
1418,[1 1 1]
1419,[1 1 1]
1420,[1 1 1]
1421,[1 0 1]
1422,[1 0 1]
1423,[1 1 1]
1424,[0 1 1]
1425,[1 1 1]
1426,[1 1 1]
1427,[1 1 1]
1428,[1 1 1]
1429,[1 1 1]
1430,[0 1 1]
1431,[0 1 1]
1432,[1 1 1]
1433,[1 1 1]
1434,[1 1 1]
1435,[1 1 1]
1436,[1 1 1]
1437,[1 1 1]
1438,[1 1 1]
1439,[1 1 1]
1440,[0 1 1]
1441,[1 1 1]
1442,[1 1 1]
1443,[1 1 1]
1444,[1 1 1]
1445,[1 1 1]
1446,[1 1 1]
1447,[0 1 1]
1448,[1 1 1]
1449,[1 1 1]
1450,[0 1 1]
1451,[0 1 1]
1452,[1 1 1]
1453,[1 1 1]
1454,[1 1 1]
1455,[1 1 1]
1456,[1 1 1]
1457,[1 0 1]
1458,[1 1 1]
1459,[1 1 1]
1460,[1 1 1]
1461,[1 1 1]
1462,[1 1 1]
1463,[1 1 1]
1464,[1 1 1]
1465,[0 1 0]
1466,[0 1 0]
1467,[0 1 0]
1468,[0 1 0]
1469,[1 1 1]
1470,[1 1 1]
1471,[1 1 1]
1472,[1 1 1]
1473,[1 1 1]
1474,[1 1 1]
1475,[0 1 1]
1476,[0 1 1]
1477,[1 1 1]
1478,[1 1 1]
1479,[0 1 1]
1480,[1 1 1]
1481,[1 1 1]
1482,[1 1 1]
1483,[1 1 1]
1484,[1 1 1]
1485,[1 1 1]
1486,[1 1 1]
1487,[0 1 1]
1488,[1 1 1]
1489,[1 1 1]
1490,[1 1 1]
1491,[1 1 1]
1492,[1 1 1]
1493,[1 1 1]
1494,[1 1 1]
1495,[0 1 1]
1496,[0 1 1]
1497,[0 1 1]
1498,[1 1 1]
1499,[0 1 1]
1500,[1 1 1]
1501,[1 1 1]
1502,[1 1 1]
1503,[0 0 1]
1504,[1 1 1]
1505,[0 1 1]
1506,[0 1 1]
1507,[0 1 1]
1508,[1 1 1]
1509,[0 1 1]
1510,[1 1 1]
1511,[0 1 1]
1512,[0 1 1]
1513,[0 1 1]
1514,[0 1 1]
1515,[1 1 1]
1516,[1 1 1]
1517,[1 1 1]
1518,[0 1 1]
1519,[1 1 1]
1520,[1 1 0]
1521,[1 1 1]
1522,[1 1 1]
1523,[1 1 1]
1524,[0 1 1]
1525,[1 1 1]
1526,[1 1 1]
1527,[1 1 1]
1528,[1 1 1]
1529,[1 1 1]
1530,[1 1 1]
1531,[1 1 1]
1532,[0 1 1]
1533,[1 0 1]
1534,[1 1 1]
1535,[1 1 1]
1536,[1 1 1]
1537,[1 1 1]
1538,[1 1 1]
1539,[1 1 1]
1540,[0 1 1]
1541,[1 1 1]
1542,[1 1 1]
1543,[1 1 1]
1544,[1 1 1]
1545,[0 1 1]
1546,[1 0 1]
1547,[1 1 1]
1548,[1 1 1]
1549,[1 1 1]
1550,[0 1 1]
1551,[1 0 1]
1552,[1 0 1]
1553,[1 0 1]
1554,[1 1 1]
1555,[0 1 1]
1556,[0 1 1]
1557,[0 1 1]
1558,[0 1 1]
1559,[1 1 1]
1560,[1 1 1]
1561,[1 1 1]
1562,[1 1 1]
1563,[1 1 1]
1564,[0 1 1]
1565,[1 1 1]
1566,[1 1 1]
1567,[1 0 1]
1568,[1 1 1]
1569,[0 1 1]
1570,[1 1 1]
1571,[0 1 1]
1572,[0 1 1]
1573,[1 1 1]
1574,[0 1 1]
1575,[1 1 1]
1576,[1 1 1]
1577,[1 1 1]
1578,[1 0 1]
1579,[1 1 1]
1580,[0 1 1]
1581,[0 1 1]
1582,[0 1 1]
1583,[1 1 1]
1584,[0 1 1]
1585,[1 1 1]
1586,[1 1 1]
1587,[0 0 1]
1588,[1 1 1]
1589,[0 1 1]
1590,[1 1 1]
1591,[0 0 1]
1592,[1 0 1]
1593,[0 1 1]
1594,[0 1 1]
1595,[1 1 1]
1596,[1 0 1]
1597,[1 1 1]
1598,[0 1 1]
1599,[1 1 1]
1600,[0 1 1]
1601,[0 1 1]
1602,[0 1 1]
1603,[0 1 1]
1604,[0 1 1]
1605,[1 1 1]
1606,[0 1 1]
1607,[0 0 1]
1608,[0 0 1]
1609,[0 1 1]
1610,[1 1 1]
1611,[1 1 1]
1612,[1 1 1]
1613,[1 1 1]
1614,[0 1 1]
1615,[1 1 1]
1616,[0 1 1]
1617,[1 1 1]
1618,[0 1 1]
1619,[1 1 1]
1620,[1 1 1]
1621,[1 1 1]
1622,[0 1 1]
1623,[0 1 1]
1624,[0 1 1]
1625,[0 1 1]
1626,[0 1 1]
1627,[0 1 1]
1628,[1 1 1]
1629,[0 1 1]
1630,[1 1 1]
1631,[1 1 1]
1632,[0 1 1]
1633,[0 1 1]
1634,[0 1 1]
1635,[0 0 1]
1636,[1 1 1]
1637,[1 1 1]
1638,[1 1 1]
1639,[1 1 1]
1640,[0 0 1]
1641,[0 0 1]
1642,[0 1 1]
1643,[1 1 1]
1644,[1 1 1]
1645,[1 1 1]
1646,[1 0 1]
1647,[1 1 1]
1648,[1 1 1]
1649,[1 1 1]
1650,[0 1 1]
1651,[1 1 1]
1652,[1 1 1]
1653,[1 1 1]
1654,[1 1 1]
1655,[0 0 1]
1656,[0 1 1]
1657,[1 1 1]
1658,[1 0 1]
1659,[1 1 1]
1660,[0 1 1]
1661,[1 1 1]
1662,[1 1 1]
1663,[1 1 1]
1664,[1 1 1]
1665,[0 1 1]
1666,[0 1 1]
1667,[0 1 1]
1668,[1 1 1]
1669,[1 1 1]
1670,[0 1 1]
1671,[0 0 1]
1672,[0 1 1]
1673,[1 1 1]
1674,[1 1 1]
1675,[1 1 1]
1676,[1 1 1]
1677,[1 0 1]
1678,[1 1 1]
1679,[1 1 1]
1680,[1 1 1]
1681,[1 1 1]
1682,[1 1 1]
1683,[1 1 1]
1684,[1 1 1]
1685,[0 0 1]
1686,[0 0 1]
1687,[1 0 1]
1688,[1 1 1]
1689,[0 1 0]
1690,[0 1 0]
1691,[0 1 0]
1692,[1 1 0]
1693,[1 1 1]
1694,[0 1 1]
1695,[1 1 1]
1696,[1 1 1]
1697,[0 1 1]
1698,[1 1 1]
1699,[1 1 0]
1700,[1 0 0]
1701,[1 0 0]
1702,[0 1 1]
1703,[1 1 1]
1704,[1 0 1]
1705,[1 1 1]
1706,[1 0 1]
1707,[1 1 1]
1708,[0 0 1]
1709,[0 1 1]
1710,[0 1 1]
1711,[0 0 1]
1712,[1 1 1]
1713,[1 0 1]
1714,[1 0 1]
1715,[0 1 1]
1716,[0 1 1]
1717,[0 1 1]
1718,[0 1 1]
1719,[1 0 1]
1720,[1 0 1]
1721,[0 0 0]
1722,[1 1 1]
1723,[1 1 1]
1724,[1 0 1]
1725,[1 1 0]
1726,[1 1 1]
1727,[1 1 1]
1728,[1 0 1]
1729,[1 1 1]
1730,[1 1 1]
1731,[1 0 0]
1732,[1 0 0]
1733,[1 0 0]
1734,[1 0 0]
1735,[1 0 0]
1736,[1 0 0]
1737,[0 1 1]
1738,[1 0 0]
1739,[1 1 1]
1740,[1 1 1]
1741,[1 0 0]
1742,[1 0 0]
1743,[1 0 0]
1744,[1 1 0]
1745,[0 1 1]
1746,[1 1 1]
1747,[1 1 1]
1748,[1 0 1]
1749,[0 0 0]
1750,[0 0 0]
1751,[0 0 0]
1752,[0 1 0]
1753,[0 1 1]
1754,[0 1 1]
1755,[1 1 1]
1756,[1 0 1]
1757,[1 1 1]
1758,[1 1 1]
1759,[0 0 1]
1760,[0 1 1]
1761,[1 1 1]
1762,[0 0 1]
1763,[0 0 1]
1764,[1 1 1]
1765,[0 1 1]
1766,[1 1 1]
1767,[0 1 1]
1768,[0 1 1]
1769,[0 1 1]
1770,[0 1 1]
1771,[1 1 1]
1772,[0 0 1]
1773,[0 0 1]
1774,[0 0 1]
1775,[0 0 1]
1776,[1 0 1]
1777,[0 1 1]
1778,[0 0 1]
1779,[0 0 1]
1780,[0 1 0]
1781,[1 0 1]
1782,[0 0 1]
1783,[1 0 1]
1784,[1 0 1]
1785,[0 1 1]
1786,[1 0 1]
1787,[1 1 1]
1788,[1 1 1]
1789,[1 0 1]
1790,[1 0 1]
1791,[1 1 1]
1792,[1 0 1]
1793,[1 1 1]
1794,[1 1 1]
1795,[1 0 1]
1796,[1 0 1]
1797,[1 0 1]
1798,[0 0 1]
1799,[1 0 1]
1800,[1 0 1]
1801,[1 1 1]
1802,[1 1 1]
1803,[1 1 1]
1804,[1 0 1]
1805,[1 1 1]
1806,[1 1 1]
1807,[0 0 1]
1808,[0 0 1]
1809,[1 0 1]
1810,[1 0 1]
1811,[0 1 1]
1812,[0 0 1]
1813,[1 1 1]
1814,[0 0 1]
1815,[1 0 1]
1816,[1 0 1]
1817,[1 1 1]
1818,[1 0 1]
1819,[1 1 1]
1820,[1 0 1]
1821,[1 0 0]
1822,[1 0 0]
1823,[1 0 0]
1824,[1 0 0]
1825,[1 1 1]
1826,[1 1 1]
1827,[1 0 1]
1828,[1 0 1]
1829,[1 0 1]
1830,[1 0 1]
1831,[1 1 1]
1832,[1 0 1]
1833,[1 0 1]
1834,[1 1 1]
1835,[1 1 1]
1836,[1 0 1]
1837,[0 1 1]
1838,[1 0 1]
1839,[1 1 1]
1840,[0 0 1]
1841,[1 0 1]
1842,[1 0 1]
1843,[0 0 1]
1844,[0 0 1]
1845,[1 0 1]
1846,[1 0 1]
1847,[1 0 1]
1848,[1 1 1]
1849,[1 1 1]
1850,[1 0 1]
1851,[1 1 1]
1852,[1 1 1]
1853,[0 1 1]
1854,[0 1 1]
1855,[1 0 1]
1856,[1 0 1]
1857,[1 1 1]
1858,[1 0 1]
1859,[1 0 1]
1860,[1 0 1]
1861,[1 0 1]
1862,[1 1 1]
1863,[1 0 1]
1864,[0 1 1]
1865,[0 1 1]
1866,[0 0 1]
1867,[0 0 1]
1868,[1 0 1]
1869,[0 1 1]
1870,[1 0 1]
1871,[1 1 1]
1872,[1 0 1]
1873,[1 0 1]
1874,[1 1 1]
1875,[1 1 1]
1876,[1 1 1]
1877,[1 0 1]
1878,[0 0 1]
1879,[1 1 0]
1880,[1 0 1]
1881,[1 0 1]
1882,[0 0 1]
1883,[1 1 1]
1884,[1 1 1]
1885,[0 1 1]
1886,[0 1 1]
1887,[1 0 1]
1888,[0 1 1]
1889,[1 1 1]
1890,[1 1 1]
1891,[1 1 1]
1892,[0 1 1]
1893,[0 1 1]
1894,[0 1 1]
1895,[0 0 1]
1896,[0 0 1]
1897,[1 0 1]
1898,[1 1 0]
1899,[1 0 1]
1900,[1 1 1]
1901,[1 0 1]
1902,[1 1 1]
1903,[1 0 1]
1904,[1 0 1]
1905,[1 0 1]
1906,[1 0 1]
1907,[1 0 1]
1908,[1 1 1]
1909,[1 0 1]
1910,[1 0 1]
1911,[0 0 1]
1912,[1 1 1]
1913,[1 1 1]
1914,[0 1 1]
1915,[0 1 1]
1916,[1 1 1]
1917,[1 1 1]
1918,[0 1 1]
1919,[0 1 1]
1920,[0 1 1]
1921,[1 1 1]
1922,[0 0 1]
1923,[1 1 0]
1924,[1 1 0]
1925,[0 0 1]
1926,[1 0 1]
1927,[1 1 1]
1928,[1 1 1]
1929,[1 0 0]
1930,[1 0 0]
1931,[0 0 1]
1932,[1 0 1]
1933,[0 1 1]
1934,[0 0 1]
1935,[1 1 1]
1936,[1 0 1]
1937,[1 0 0]
1938,[1 0 0]
1939,[1 0 0]
1940,[0 0 1]
1941,[0 0 0]
1942,[0 1 1]
1943,[1 0 1]
1944,[1 0 1]
1945,[1 1 1]
1946,[1 1 0]
1947,[1 1 0]
1948,[1 1 0]
1949,[1 1 1]
1950,[1 1 1]
1951,[0 0 1]
1952,[1 1 1]
1953,[1 1 1]
1954,[1 1 1]
1955,[0 1 1]
1956,[0 0 1]
1957,[0 1 1]
1958,[0 1 1]
1959,[0 0 1]
1960,[0 1 1]
1961,[1 0 1]
1962,[1 1 1]
1963,[1 1 1]
1964,[1 1 1]
1965,[0 1 1]
1966,[1 1 0]
1967,[0 1 1]
1968,[1 0 0]
1969,[1 0 0]
1970,[1 0 0]
1971,[0 1 0]
1972,[1 1 1]
1973,[0 0 1]
1974,[1 1 1]
1975,[0 1 1]
1976,[0 1 1]
1977,[0 1 1]
1978,[0 1 1]
1979,[0 1 0]
1980,[0 1 1]
1981,[1 0 1]
1982,[1 0 1]
1983,[1 1 0]
1984,[1 1 1]
1985,[0 1 1]
1986,[0 1 1]
1987,[0 1 1]
1988,[1 1 0]
1989,[1 1 1]
1990,[1 0 1]
1991,[0 1 0]
1992,[0 1 1]
1993,[1 1 1]
1994,[1 1 1]
1995,[1 0 1]
1996,[1 1 1]
1997,[1 1 1]
1998,[1 1 1]
1999,[0 1 1]
2000,[0 1 1]
2001,[1 0 1]
2002,[1 1 1]
2003,[0 1 1]
2004,[1 1 1]
2005,[1 1 1]
2006,[1 1 1]
2007,[1 1 1]
2008,[1 0 1]
2009,[1 0 0]
2010,[1 1 0]
2011,[1 1 1]
2012,[1 1 1]
2013,[1 1 1]
2014,[0 1 1]
2015,[1 1 1]
2016,[1 1 1]
2017,[1 0 1]
2018,[1 1 1]
2019,[1 1 1]
2020,[1 1 1]
2021,[1 1 1]
2022,[1 1 1]
2023,[1 1 1]
2024,[0 1 1]
2025,[0 1 1]
2026,[0 1 1]
2027,[0 1 1]
2028,[1 1 1]
2029,[0 1 1]
2030,[0 1 1]
2031,[0 1 1]
2032,[0 1 1]
2033,[1 1 1]
2034,[1 1 1]
2035,[0 1 1]
2036,[0 1 1]
2037,[1 1 1]
2038,[0 1 1]
2039,[1 1 1]
2040,[1 1 1]
2041,[1 1 1]
2042,[0 1 1]
2043,[0 1 1]
2044,[1 1 1]
2045,[0 1 1]
2046,[1 1 1]
2047,[0 1 1]
2048,[0 1 1]
2049,[0 1 1]
2050,[1 1 1]
2051,[0 1 1]
2052,[0 1 0]
2053,[0 1 0]
2054,[1 1 1]
2055,[1 1 1]
2056,[0 1 1]
2057,[0 1 1]
2058,[1 1 1]
2059,[0 1 1]
2060,[0 1 1]
2061,[0 1 1]
2062,[0 0 1]
2063,[1 0 1]
2064,[0 1 1]
2065,[1 0 1]
2066,[1 0 0]
2067,[1 0 0]
2068,[1 1 1]
2069,[0 1 1]
2070,[0 1 1]
2071,[1 1 1]
2072,[1 1 1]
2073,[1 1 1]
2074,[1 1 0]
2075,[1 1 0]
2076,[1 1 0]
2077,[1 1 0]
2078,[1 1 1]
2079,[0 1 1]
2080,[0 1 1]
2081,[1 1 1]
2082,[1 1 1]
2083,[1 1 1]
2084,[0 1 1]
2085,[1 1 1]
2086,[0 1 1]
2087,[1 1 0]
2088,[1 1 1]
2089,[1 1 1]
2090,[0 1 1]
2091,[1 1 1]
2092,[1 1 0]
2093,[1 1 0]
2094,[1 1 0]
2095,[1 1 0]
2096,[1 1 0]
2097,[0 1 1]
2098,[1 0 0]
2099,[1 0 0]
2100,[1 0 1]
2101,[0 1 1]
2102,[1 1 1]
2103,[0 1 1]
2104,[1 1 1]
2105,[0 1 1]
2106,[0 1 1]
2107,[0 1 1]
2108,[1 1 1]
2109,[1 1 1]
2110,[0 1 1]
2111,[1 0 1]
2112,[1 1 1]
2113,[1 1 1]
2114,[1 0 1]
2115,[1 0 1]
2116,[1 0 1]
2117,[1 0 1]
2118,[1 0 1]
2119,[1 1 1]
2120,[1 1 0]
2121,[1 1 1]
2122,[1 0 1]
2123,[1 1 1]
2124,[0 1 1]
2125,[1 0 1]
2126,[1 1 1]
2127,[1 1 1]
2128,[1 0 1]
2129,[0 1 1]
2130,[0 1 1]
2131,[1 1 1]
2132,[0 1 1]
2133,[1 1 1]
2134,[1 0 1]
2135,[0 1 1]
2136,[1 1 1]
2137,[1 1 1]
2138,[1 1 1]
2139,[1 0 1]
2140,[1 0 1]
2141,[1 1 1]
2142,[1 1 1]
2143,[1 1 1]
2144,[0 1 1]
2145,[1 1 1]
2146,[1 1 1]
2147,[1 0 1]
2148,[1 0 1]
2149,[1 1 1]
2150,[1 1 1]
2151,[0 1 1]
2152,[1 0 1]
2153,[0 1 1]
2154,[0 1 1]
2155,[0 1 1]
2156,[1 0 1]
2157,[1 0 1]
2158,[1 0 1]
2159,[1 0 1]
2160,[1 1 1]
2161,[1 1 1]
2162,[1 1 1]
2163,[1 0 1]
2164,[1 1 1]
2165,[1 1 1]
2166,[1 1 1]
2167,[1 0 1]
2168,[1 0 1]
2169,[0 1 1]
2170,[1 0 1]
2171,[1 0 1]
2172,[1 1 1]
2173,[0 0 1]
2174,[0 0 1]
2175,[0 0 1]
2176,[1 1 1]
2177,[1 1 1]
2178,[1 0 1]
2179,[0 0 1]
2180,[1 0 1]
2181,[0 1 1]
2182,[0 1 1]
2183,[0 1 1]
2184,[1 0 1]
2185,[1 0 1]
2186,[1 0 1]
2187,[1 0 1]
2188,[1 0 1]
2189,[1 0 1]
2190,[1 0 1]
2191,[0 1 1]
2192,[1 0 1]
2193,[1 0 1]
2194,[1 1 1]
2195,[1 1 1]
2196,[0 1 1]
2197,[1 0 1]
2198,[0 0 1]
2199,[1 1 1]
2200,[1 0 1]
2201,[1 0 1]
2202,[1 1 1]
2203,[0 1 1]
2204,[1 0 1]
2205,[1 0 1]
2206,[1 0 1]
2207,[1 1 1]
2208,[1 0 1]
2209,[1 1 1]
2210,[1 1 1]
2211,[1 0 1]
2212,[1 1 1]
2213,[0 1 1]
2214,[0 1 1]
2215,[0 1 1]
2216,[0 1 1]
2217,[0 1 1]
2218,[1 1 1]
2219,[0 1 0]
2220,[0 1 0]
2221,[1 1 1]
2222,[1 1 1]
2223,[1 1 1]
2224,[1 0 1]
2225,[1 0 1]
2226,[1 0 1]
2227,[0 0 1]
2228,[1 1 1]
2229,[1 0 1]
2230,[1 0 1]
2231,[1 1 1]
2232,[1 0 1]
2233,[1 1 1]
2234,[0 1 1]
2235,[0 1 1]
2236,[1 1 1]
2237,[1 1 1]
2238,[1 0 1]
2239,[1 0 1]
2240,[1 0 1]
2241,[1 0 1]
2242,[0 1 1]
2243,[1 0 1]
2244,[1 1 1]
2245,[1 1 1]
2246,[1 0 1]
2247,[1 1 1]
2248,[0 0 1]
2249,[0 1 1]
2250,[0 1 1]
2251,[1 0 1]
2252,[0 1 1]
2253,[1 0 1]
2254,[1 0 1]
2255,[1 0 0]
2256,[1 0 1]
2257,[0 1 1]
2258,[1 0 1]
2259,[1 0 1]
2260,[1 0 1]
2261,[1 0 1]
2262,[1 0 1]
2263,[1 0 1]
2264,[1 1 0]
2265,[1 0 1]
2266,[0 0 1]
2267,[1 1 1]
2268,[1 0 1]
2269,[1 1 1]
2270,[1 0 1]
2271,[1 1 1]
2272,[1 1 1]
2273,[0 0 1]
2274,[0 0 1]
2275,[1 0 1]
2276,[1 0 1]
2277,[1 0 1]
2278,[1 0 1]
2279,[0 0 1]
2280,[0 1 1]
2281,[1 0 1]
2282,[1 0 1]
2283,[0 0 1]
2284,[0 0 1]
2285,[1 1 1]
2286,[0 0 0]
2287,[1 0 1]
2288,[1 0 1]
2289,[0 1 1]
2290,[0 0 1]
2291,[0 0 1]
2292,[0 0 1]
2293,[0 0 1]
2294,[0 0 1]
2295,[0 0 1]
2296,[0 0 0]
2297,[0 0 1]
2298,[1 0 1]
2299,[1 1 1]
2300,[0 0 1]
2301,[0 0 1]
2302,[0 1 1]
2303,[0 0 0]
2304,[0 1 1]
2305,[1 0 1]
2306,[1 0 1]
2307,[0 1 1]
2308,[1 0 1]
2309,[0 1 1]
2310,[1 0 1]
2311,[1 0 1]
2312,[0 0 1]
2313,[1 0 1]
2314,[0 1 1]
2315,[1 0 1]
2316,[1 0 1]
2317,[1 1 1]
2318,[1 0 1]
2319,[0 0 1]
2320,[0 0 1]
2321,[0 0 1]
2322,[1 0 1]
2323,[0 1 1]
2324,[0 1 1]
2325,[0 1 1]
2326,[0 0 1]
2327,[0 0 1]
2328,[1 1 1]
2329,[1 0 1]
2330,[0 0 1]
2331,[1 0 1]
2332,[0 0 1]
2333,[1 1 1]
2334,[1 0 1]
2335,[0 0 1]
2336,[0 0 1]
2337,[1 0 1]
2338,[0 0 1]
2339,[1 1 1]
2340,[0 0 1]
2341,[1 0 1]
2342,[1 1 1]
2343,[0 0 1]
2344,[0 1 1]
2345,[0 0 1]
2346,[0 0 1]
2347,[1 0 1]
2348,[1 1 1]
2349,[1 0 1]
2350,[0 1 1]
2351,[0 0 1]
2352,[0 0 1]
2353,[0 1 1]
2354,[0 0 1]
2355,[1 0 1]
2356,[0 0 1]
2357,[0 0 1]
2358,[0 0 1]
2359,[0 1 1]
2360,[0 0 1]
2361,[1 0 1]
2362,[1 0 1]
2363,[0 1 1]
2364,[0 1 0]
2365,[0 1 0]
2366,[0 0 1]
2367,[0 1 1]
2368,[0 1 1]
2369,[0 1 1]
2370,[0 1 1]
2371,[0 1 1]
2372,[0 1 0]
2373,[0 0 1]
2374,[0 1 1]
2375,[0 1 1]
2376,[0 1 1]
2377,[0 0 1]
2378,[1 0 0]
2379,[0 0 1]
2380,[1 0 1]
2381,[0 0 1]
2382,[1 1 1]
2383,[1 1 1]
2384,[0 0 1]
2385,[0 0 1]
2386,[0 1 1]
2387,[0 0 1]
2388,[0 0 1]
2389,[0 1 1]
2390,[0 0 1]
2391,[1 0 0]
2392,[0 1 1]
2393,[0 1 1]
2394,[0 1 1]
2395,[0 0 1]
2396,[1 1 1]
2397,[1 0 1]
2398,[1 1 1]
2399,[1 0 1]
2400,[0 0 1]
2401,[0 0 1]
2402,[0 0 0]
2403,[0 1 1]
2404,[0 1 1]
2405,[0 0 1]
2406,[0 0 1]
2407,[1 0 0]
2408,[0 0 1]
2409,[0 0 1]
2410,[0 0 1]
2411,[0 0 1]
2412,[1 1 1]
2413,[0 1 1]
2414,[0 0 1]
2415,[0 1 1]
2416,[1 1 1]
2417,[0 1 1]
2418,[1 1 1]
2419,[1 0 1]
2420,[0 0 1]
2421,[0 1 1]
2422,[0 1 1]
2423,[1 1 1]
2424,[0 1 1]
2425,[0 1 0]
2426,[0 1 0]
2427,[0 1 0]
2428,[1 1 1]
2429,[1 0 1]
2430,[1 1 0]
2431,[0 0 0]
2432,[0 0 0]
2433,[0 0 0]
2434,[0 0 1]
2435,[0 0 1]
2436,[0 0 1]
2437,[0 0 1]
2438,[1 1 1]
2439,[0 0 1]
2440,[0 1 1]
2441,[1 1 1]
2442,[0 1 1]
2443,[0 0 1]
2444,[0 1 0]
2445,[0 1 0]
2446,[0 1 0]
2447,[0 1 0]
2448,[0 1 1]
2449,[1 1 1]
2450,[1 1 0]
2451,[1 0 1]
2452,[1 1 0]
2453,[1 1 0]
2454,[1 1 0]
2455,[1 1 0]
2456,[1 1 1]
2457,[1 0 1]
2458,[0 0 1]
2459,[1 0 1]
2460,[1 1 1]
2461,[0 0 1]
2462,[1 0 1]
2463,[0 0 1]
2464,[1 1 1]
2465,[1 1 1]
2466,[0 1 1]
2467,[0 0 1]
2468,[0 0 1]
2469,[1 0 1]
2470,[1 0 1]
2471,[0 0 1]
2472,[1 0 0]
2473,[1 0 1]
2474,[1 1 1]
2475,[1 0 1]
2476,[1 0 1]
2477,[0 0 1]
2478,[1 0 0]
2479,[1 0 0]
2480,[1 0 0]
2481,[0 1 0]
2482,[0 1 0]
2483,[0 1 0]
2484,[0 1 0]
2485,[0 1 0]
2486,[0 1 0]
2487,[0 1 0]
2488,[0 1 1]
2489,[0 1 1]
2490,[1 0 0]
2491,[0 0 1]
2492,[0 1 1]
2493,[0 0 1]
2494,[0 1 0]
2495,[0 1 1]
2496,[1 1 1]
2497,[0 0 1]
2498,[1 0 1]
2499,[1 1 1]
2500,[0 0 1]
2501,[0 0 1]
2502,[1 0 1]
2503,[0 0 1]
2504,[0 0 1]
2505,[0 0 1]
2506,[0 1 1]
2507,[0 1 1]
2508,[1 0 1]
2509,[1 0 1]
2510,[1 1 1]
2511,[0 1 1]
2512,[1 0 1]
2513,[1 1 1]
2514,[0 0 1]
2515,[0 0 1]
2516,[0 1 1]
2517,[1 1 1]
2518,[0 0 1]
2519,[1 1 1]
2520,[0 1 1]
2521,[0 0 1]
2522,[0 0 1]
2523,[1 0 1]
2524,[1 0 1]
2525,[1 0 1]
2526,[0 1 1]
2527,[1 1 0]
2528,[1 1 0]
2529,[0 0 1]
2530,[1 0 1]
2531,[0 0 1]
2532,[0 1 0]
2533,[1 0 1]
2534,[1 1 1]
2535,[0 1 1]
2536,[1 0 1]
2537,[1 0 1]
2538,[0 1 1]
2539,[0 0 1]
2540,[1 1 1]
2541,[1 0 1]
2542,[1 0 1]
2543,[0 0 1]
2544,[1 1 1]
2545,[1 0 1]
2546,[1 1 1]
2547,[0 1 1]
2548,[1 1 1]
2549,[0 0 1]
2550,[0 1 1]
2551,[1 1 1]
2552,[1 0 1]
2553,[0 1 1]
2554,[1 1 1]
2555,[0 1 1]
2556,[1 0 1]
2557,[0 1 1]
2558,[1 1 1]
2559,[1 1 1]
2560,[1 1 1]
2561,[1 0 1]
2562,[1 0 1]
2563,[1 1 1]
2564,[0 0 1]
2565,[0 1 1]
2566,[1 0 1]
2567,[1 1 1]
2568,[1 0 1]
2569,[1 0 1]
2570,[1 0 1]
2571,[1 0 1]
2572,[1 0 1]
2573,[1 1 1]
2574,[1 1 1]
2575,[0 0 1]
2576,[1 0 1]
2577,[0 0 1]
2578,[1 1 1]
2579,[1 1 1]
2580,[0 1 1]
2581,[0 0 1]
2582,[0 1 1]
2583,[0 1 1]
2584,[0 0 1]
2585,[1 0 1]
2586,[1 0 1]
2587,[1 0 1]
2588,[1 0 1]
2589,[1 0 1]
2590,[1 0 1]
2591,[0 0 1]
2592,[0 0 1]
2593,[0 0 1]
2594,[0 0 1]
2595,[1 1 1]
2596,[1 1 1]
2597,[1 1 1]
2598,[0 0 0]
2599,[0 0 1]
2600,[0 1 0]
2601,[1 0 1]
2602,[0 0 1]
2603,[0 1 1]
2604,[1 0 1]
2605,[0 0 1]
2606,[1 0 1]
2607,[1 1 1]
2608,[0 1 1]
2609,[0 0 0]
2610,[1 1 1]
2611,[0 0 1]
2612,[1 0 1]
2613,[0 0 1]
2614,[0 0 1]
2615,[1 0 1]
2616,[1 1 1]
2617,[0 1 1]
2618,[0 1 1]
2619,[1 1 1]
2620,[1 1 1]
2621,[0 0 1]
2622,[0 0 0]
2623,[0 0 0]
2624,[1 0 0]
2625,[0 1 1]
2626,[0 1 1]
2627,[0 1 1]
2628,[1 0 1]
2629,[1 0 1]
2630,[0 0 1]
2631,[1 1 1]
2632,[1 1 1]
2633,[1 1 1]
