i,x
228,[1 1 1]
229,[0 1 1]
230,[1 1 1]
231,[0 1 1]
232,[0 1 1]
233,[1 1 1]
234,[0 1 1]
235,[1 1 1]
236,[0 1 1]
237,[0 1 1]
238,[1 1 1]
239,[0 1 1]
240,[0 1 1]
241,[0 1 1]
242,[0 1 1]
243,[1 1 1]
244,[1 1 1]
245,[0 1 1]
246,[0 1 1]
247,[1 1 0]
248,[0 1 0]
249,[1 1 1]
250,[1 1 0]
251,[0 1 1]
252,[0 1 1]
253,[0 1 0]
254,[0 1 0]
255,[0 1 0]
256,[0 1 0]
257,[0 1 0]
258,[1 1 0]
259,[1 1 1]
260,[0 0 1]
261,[1 1 1]
262,[1 1 1]
263,[1 1 1]
264,[1 1 1]
265,[1 1 1]
266,[1 1 1]
267,[0 1 1]
268,[0 1 1]
269,[1 1 1]
270,[0 1 1]
271,[1 1 1]
272,[1 1 0]
273,[1 1 1]
274,[1 1 1]
275,[1 1 1]
276,[1 1 1]
277,[1 1 1]
278,[0 1 1]
279,[1 1 1]
280,[1 0 1]
281,[1 0 1]
282,[0 0 1]
283,[0 0 1]
284,[1 0 1]
285,[1 1 0]
286,[1 1 0]
287,[0 1 1]
288,[1 1 1]
289,[1 0 1]
290,[0 1 1]
291,[0 0 1]
292,[1 0 1]
293,[0 0 1]
294,[0 1 1]
295,[0 1 1]
296,[0 1 1]
297,[1 1 1]
298,[1 1 1]
299,[0 0 1]
300,[1 1 1]
301,[1 1 1]
302,[1 0 1]
303,[1 0 1]
304,[0 0 1]
305,[1 0 1]
306,[1 0 1]
307,[1 1 1]
308,[1 1 1]
309,[1 1 1]
310,[0 0 1]
311,[0 0 1]
312,[1 1 1]
313,[1 1 1]
314,[1 1 1]
315,[1 1 1]
316,[1 0 1]
317,[1 1 1]
318,[1 1 1]
319,[1 1 1]
320,[1 1 1]
321,[1 1 1]
322,[1 1 1]
323,[1 1 1]
324,[1 1 1]
325,[1 1 1]
326,[1 1 1]
327,[1 1 1]
328,[1 1 1]
329,[1 1 1]
330,[1 1 1]
331,[1 1 1]
332,[1 1 1]
333,[1 1 1]
334,[1 1 1]
335,[1 1 1]
336,[1 1 1]
337,[1 1 1]
338,[1 1 1]
339,[1 1 1]
340,[0 1 1]
341,[1 0 1]
342,[0 1 1]
343,[0 1 1]
344,[1 0 1]
345,[1 1 1]
346,[1 0 1]
347,[1 1 1]
348,[1 1 1]
349,[1 0 1]
350,[1 0 1]
351,[1 0 1]
352,[1 0 1]
353,[1 0 1]
354,[1 0 1]
355,[1 0 1]
356,[1 0 1]
357,[1 1 1]
358,[1 0 0]
359,[1 0 0]
360,[1 1 1]
361,[1 0 1]
362,[1 1 1]
363,[1 0 1]
364,[1 0 1]
365,[1 1 1]
366,[1 0 1]
367,[1 0 0]
368,[1 0 0]
369,[1 0 1]
370,[1 1 0]
371,[1 0 1]
372,[1 0 1]
373,[1 1 0]
374,[1 1 0]
375,[1 1 1]
376,[1 1 1]
377,[1 1 1]
378,[1 1 1]
379,[1 1 1]
380,[0 1 1]
381,[1 1 1]
382,[1 1 1]
383,[1 1 1]
384,[1 1 1]
385,[1 0 1]
386,[1 1 1]
387,[1 1 1]
388,[1 1 1]
389,[1 1 1]
390,[1 0 0]
391,[1 1 0]
392,[1 0 0]
393,[1 0 0]
394,[1 0 1]
395,[1 1 1]
396,[1 1 1]
397,[1 1 1]
398,[1 1 1]
399,[1 1 1]
400,[1 1 1]
401,[1 1 1]
402,[1 1 1]
403,[1 1 1]
404,[0 0 1]
405,[0 0 1]
406,[0 0 1]
407,[0 0 1]
408,[0 0 1]
409,[0 0 1]
410,[0 0 1]
411,[1 0 0]
412,[1 0 0]
413,[0 1 1]
414,[0 1 1]
415,[0 0 1]
416,[0 1 1]
417,[1 1 1]
418,[1 1 1]
419,[1 1 1]
420,[1 1 1]
421,[1 1 1]
422,[1 1 1]
423,[0 1 1]
424,[1 1 0]
425,[1 1 0]
426,[1 1 0]
427,[1 1 1]
428,[1 1 1]
429,[1 1 0]
430,[1 1 0]
431,[1 1 0]
432,[1 1 1]
433,[1 1 1]
434,[1 1 1]
435,[1 1 1]
436,[1 1 1]
437,[1 1 1]
438,[1 1 1]
439,[1 1 1]
440,[1 1 1]
441,[1 1 1]
442,[1 1 1]
443,[1 1 1]
444,[1 1 1]
445,[1 1 1]
446,[0 1 1]
447,[1 1 1]
448,[1 1 1]
449,[1 1 1]
450,[1 1 1]
451,[1 1 1]
452,[1 1 1]
453,[1 1 1]
454,[1 0 1]
455,[1 0 1]
456,[0 1 1]
457,[1 1 1]
458,[1 1 1]
459,[1 1 1]
460,[1 1 1]
461,[1 1 1]
462,[1 1 1]
463,[1 1 1]
464,[1 1 1]
465,[1 1 1]
466,[1 1 1]
467,[1 1 1]
468,[1 1 1]
469,[1 1 1]
470,[1 1 1]
471,[1 1 1]
472,[1 1 1]
473,[1 1 1]
474,[1 1 1]
475,[1 1 1]
476,[1 1 1]
477,[1 1 1]
478,[1 1 1]
479,[0 1 1]
480,[1 1 1]
481,[0 0 1]
482,[0 0 1]
483,[1 0 1]
484,[1 0 1]
485,[1 0 1]
486,[0 1 1]
487,[0 1 1]
488,[1 1 1]
489,[1 1 1]
490,[0 1 1]
491,[1 1 1]
492,[0 0 1]
493,[0 0 1]
494,[1 0 1]
495,[0 1 1]
496,[0 1 1]
497,[0 1 1]
498,[1 1 0]
499,[1 1 1]
500,[1 1 1]
501,[0 1 1]
502,[1 0 0]
503,[1 0 0]
504,[0 0 1]
505,[0 0 1]
506,[1 0 0]
507,[1 0 1]
508,[1 0 1]
509,[1 0 1]
510,[1 0 1]
511,[1 0 1]
512,[1 0 1]
513,[1 0 1]
514,[1 1 1]
515,[1 1 1]
516,[1 1 1]
517,[1 1 1]
518,[1 1 1]
519,[1 1 1]
520,[1 1 1]
521,[1 1 1]
522,[1 1 1]
523,[1 1 1]
524,[1 0 1]
525,[0 1 1]
526,[0 1 0]
527,[0 1 0]
528,[0 1 0]
529,[0 1 0]
530,[0 1 1]
531,[1 1 1]
532,[0 1 1]
533,[1 1 1]
534,[0 1 1]
535,[1 0 1]
536,[0 1 1]
537,[0 0 1]
538,[0 0 1]
539,[1 1 1]
540,[1 1 1]
541,[1 0 1]
542,[1 1 1]
543,[1 1 1]
544,[1 1 1]
545,[1 1 1]
546,[1 1 1]
547,[1 1 1]
548,[1 1 1]
549,[1 1 1]
550,[0 1 1]
551,[1 1 1]
552,[1 1 1]
553,[1 1 1]
554,[1 1 1]
555,[1 1 1]
556,[1 1 1]
557,[1 1 1]
558,[0 1 1]
559,[0 1 1]
560,[0 1 1]
561,[1 1 1]
562,[1 1 1]
563,[1 1 1]
564,[1 1 1]
565,[1 1 1]
566,[1 1 1]
567,[1 1 1]
568,[1 1 1]
569,[1 1 0]
570,[1 1 1]
571,[1 1 1]
572,[0 1 1]
573,[0 1 1]
574,[0 1 1]
575,[1 1 1]
576,[1 0 1]
577,[1 1 1]
578,[0 1 1]
579,[1 1 1]
580,[1 1 1]
581,[0 1 1]
582,[1 1 1]
583,[1 0 1]
584,[1 1 1]
585,[1 0 0]
586,[1 0 0]
587,[0 1 0]
588,[0 1 0]
589,[1 0 0]
590,[1 0 0]
591,[1 1 0]
592,[1 0 0]
593,[0 1 1]
594,[1 1 0]
595,[1 1 0]
596,[1 1 0]
597,[1 1 1]
598,[1 1 1]
599,[0 1 0]
600,[0 1 1]
601,[0 0 1]
602,[0 0 1]
603,[0 1 1]
604,[0 1 1]
605,[1 1 1]
606,[1 1 0]
607,[1 1 0]
608,[1 0 1]
609,[0 1 1]
610,[1 1 1]
611,[0 0 0]
612,[0 0 0]
613,[1 0 1]
614,[0 0 1]
615,[1 0 1]
616,[0 0 1]
617,[0 0 1]
618,[1 0 1]
619,[1 0 1]
620,[0 0 1]
621,[1 0 1]
622,[1 1 1]
623,[0 0 1]
624,[1 1 1]
625,[1 1 1]
626,[1 1 1]
627,[1 1 1]
628,[1 1 1]
629,[1 1 1]
630,[1 1 1]
631,[1 1 0]
632,[1 1 1]
633,[1 1 0]
634,[1 1 1]
635,[1 0 1]
636,[1 0 1]
637,[0 0 1]
638,[0 0 1]
639,[1 1 1]
640,[1 1 1]
641,[1 1 1]
642,[0 1 1]
643,[1 1 1]
644,[1 1 1]
645,[1 1 1]
646,[1 1 1]
647,[1 1 1]
648,[1 1 1]
649,[1 1 1]
650,[1 1 1]
651,[1 0 1]
652,[0 1 1]
653,[1 1 1]
654,[1 1 1]
655,[1 0 1]
656,[1 0 1]
657,[0 1 1]
658,[1 1 1]
659,[1 1 1]
660,[1 1 1]
661,[1 1 1]
662,[0 1 1]
663,[0 1 1]
664,[1 1 1]
665,[1 1 1]
666,[1 1 1]
667,[1 1 1]
668,[1 1 1]
669,[1 1 1]
670,[1 1 1]
671,[1 1 1]
672,[1 1 1]
673,[0 1 1]
674,[1 1 1]
675,[1 0 1]
676,[1 1 1]
677,[1 1 1]
678,[1 1 1]
679,[1 1 1]
680,[1 1 1]
681,[1 1 1]
682,[1 1 1]
683,[1 1 1]
684,[1 1 1]
685,[1 1 1]
686,[1 1 1]
687,[1 1 1]
688,[1 1 1]
689,[0 0 1]
690,[1 1 1]
691,[1 1 1]
692,[1 1 1]
693,[1 1 1]
694,[1 1 1]
695,[1 1 1]
696,[1 1 1]
697,[1 1 1]
698,[1 1 1]
699,[1 1 1]
700,[1 1 1]
701,[1 1 1]
702,[1 1 1]
703,[1 0 1]
704,[1 1 1]
705,[1 1 1]
706,[1 0 1]
707,[0 0 1]
708,[0 0 1]
709,[0 0 1]
710,[1 1 1]
711,[0 1 0]
712,[1 0 1]
713,[1 1 1]
714,[1 1 1]
715,[1 1 1]
716,[1 1 1]
717,[1 1 1]
718,[1 1 1]
719,[1 1 1]
720,[1 1 1]
721,[1 1 1]
722,[1 1 1]
723,[1 1 1]
724,[1 1 1]
725,[1 1 1]
726,[1 1 1]
727,[1 1 1]
728,[1 1 1]
729,[0 1 1]
730,[0 1 0]
731,[0 1 0]
732,[0 1 1]
733,[0 1 1]
734,[0 1 1]
735,[0 1 1]
736,[0 1 1]
737,[0 1 1]
738,[0 1 1]
739,[0 1 1]
740,[0 1 1]
741,[0 1 1]
742,[0 1 1]
743,[0 1 1]
744,[1 1 1]
745,[0 1 1]
746,[1 1 1]
747,[0 1 1]
748,[0 1 1]
749,[1 1 1]
750,[0 0 1]
751,[0 1 1]
752,[0 0 1]
753,[0 0 1]
754,[0 0 1]
755,[1 0 1]
756,[1 0 1]
757,[1 0 1]
758,[1 0 1]
759,[1 0 1]
760,[0 0 1]
761,[1 0 1]
762,[0 1 1]
763,[1 1 1]
764,[1 1 1]
765,[1 1 1]
766,[1 1 1]
767,[1 1 1]
768,[1 1 1]
769,[1 1 1]
770,[1 1 1]
771,[1 1 1]
772,[1 1 1]
773,[1 1 0]
774,[1 1 0]
775,[1 1 0]
776,[1 0 1]
777,[0 0 1]
778,[0 1 1]
779,[1 0 1]
780,[1 1 1]
781,[1 1 1]
782,[1 1 1]
783,[1 1 1]
784,[1 1 1]
785,[1 1 1]
786,[1 1 1]
787,[1 1 1]
788,[1 1 1]
789,[1 1 1]
790,[1 1 1]
791,[1 1 1]
792,[1 1 1]
793,[1 1 1]
794,[1 1 1]
795,[1 1 0]
796,[0 1 1]
797,[1 1 1]
798,[1 1 1]
799,[1 1 1]
800,[0 1 1]
801,[1 1 1]
802,[1 1 1]
803,[1 1 1]
804,[0 1 1]
805,[0 1 1]
806,[1 1 1]
807,[1 1 1]
808,[0 1 1]
809,[0 1 1]
810,[0 1 1]
811,[1 1 1]
812,[0 0 1]
813,[1 1 1]
814,[0 1 1]
815,[1 1 0]
816,[0 1 1]
817,[0 0 1]
818,[1 1 1]
819,[0 1 1]
820,[1 0 1]
821,[1 1 1]
822,[1 1 1]
823,[0 0 1]
824,[1 1 1]
825,[1 1 1]
826,[1 1 1]
827,[1 1 1]
828,[1 1 1]
829,[1 1 1]
830,[1 1 1]
831,[1 1 1]
832,[1 1 1]
833,[1 1 1]
834,[1 1 1]
835,[1 1 1]
836,[1 1 1]
837,[1 1 1]
838,[1 1 1]
839,[1 1 1]
840,[0 1 1]
841,[1 1 1]
842,[1 1 1]
843,[0 1 1]
844,[1 1 1]
845,[0 1 1]
846,[0 1 1]
847,[0 1 1]
848,[1 1 1]
849,[1 1 1]
850,[0 1 1]
851,[0 1 1]
852,[0 1 1]
853,[1 1 1]
854,[0 1 1]
855,[0 1 1]
856,[0 1 0]
857,[0 1 0]
858,[0 1 0]
859,[1 1 1]
860,[1 1 0]
861,[1 1 0]
862,[0 1 1]
863,[0 1 1]
864,[1 1 0]
865,[0 1 1]
866,[1 1 1]
867,[0 1 1]
868,[1 1 1]
869,[1 1 1]
870,[1 1 0]
871,[1 1 0]
872,[1 0 1]
873,[1 1 1]
874,[1 1 1]
875,[1 1 1]
876,[1 1 1]
877,[1 1 1]
878,[1 1 1]
879,[0 1 1]
880,[1 1 1]
881,[1 1 1]
882,[1 1 1]
883,[0 1 1]
884,[1 1 1]
885,[1 1 1]
886,[1 1 1]
887,[1 1 1]
888,[1 1 1]
889,[1 1 1]
890,[1 1 1]
891,[1 1 1]
892,[1 1 1]
893,[1 1 1]
894,[1 1 1]
895,[1 1 1]
896,[1 1 1]
897,[1 1 1]
898,[1 1 1]
899,[0 1 1]
900,[1 1 1]
901,[0 1 1]
902,[0 1 1]
903,[1 1 1]
904,[0 1 1]
905,[1 1 0]
906,[1 1 1]
907,[1 0 0]
908,[1 0 0]
909,[0 1 1]
910,[0 1 1]
911,[0 1 1]
912,[1 1 1]
913,[1 1 1]
914,[1 1 1]
915,[1 1 1]
916,[1 1 1]
917,[1 1 1]
918,[1 1 1]
919,[1 1 1]
920,[1 1 1]
921,[1 1 1]
922,[1 1 1]
923,[1 1 1]
924,[1 1 1]
925,[0 1 1]
926,[1 1 1]
927,[1 1 1]
928,[1 1 1]
929,[1 1 1]
930,[0 1 1]
931,[0 1 1]
932,[0 1 1]
933,[0 1 1]
934,[1 1 1]
935,[1 1 1]
936,[1 1 1]
937,[1 1 1]
938,[1 1 1]
939,[1 1 1]
940,[1 1 1]
941,[1 1 1]
942,[1 1 1]
943,[1 1 1]
944,[1 1 1]
945,[1 1 1]
946,[1 1 1]
947,[1 1 1]
948,[1 1 1]
949,[0 1 1]
950,[1 1 1]
951,[1 1 1]
952,[1 1 1]
953,[1 1 1]
954,[0 1 1]
955,[0 1 1]
956,[1 1 1]
957,[0 1 1]
958,[0 1 0]
959,[0 1 0]
960,[0 1 0]
961,[0 0 1]
962,[0 0 1]
963,[0 1 1]
964,[0 1 1]
965,[1 1 1]
966,[1 0 1]
967,[1 1 1]
968,[1 1 1]
969,[1 0 1]
970,[1 1 0]
971,[0 1 0]
972,[0 1 0]
973,[0 1 0]
974,[0 1 0]
975,[1 1 1]
976,[1 1 1]
977,[1 1 1]
978,[1 0 1]
979,[1 0 1]
980,[1 1 1]
981,[1 1 1]
982,[1 1 1]
983,[1 1 1]
984,[1 1 1]
985,[1 1 1]
986,[1 1 1]
987,[0 1 1]
988,[0 1 1]
989,[0 1 1]
990,[0 1 1]
991,[1 1 0]
992,[1 1 1]
993,[1 1 1]
994,[1 1 1]
995,[1 1 1]
996,[1 0 1]
997,[0 1 1]
998,[0 0 1]
999,[0 1 1]
1000,[0 1 1]
1001,[0 1 1]
1002,[0 1 1]
1003,[1 1 1]
1004,[0 1 1]
1005,[0 1 1]
1006,[0 1 1]
1007,[1 1 1]
1008,[1 1 1]
1009,[1 1 1]
1010,[0 1 1]
1011,[0 1 1]
1012,[0 1 1]
1013,[0 1 1]
1014,[1 1 1]
1015,[0 1 1]
1016,[1 0 1]
1017,[0 1 1]
1018,[0 0 1]
1019,[0 1 1]
1020,[0 1 1]
1021,[0 1 1]
1022,[1 1 1]
1023,[0 0 1]
1024,[0 0 1]
1025,[0 0 0]
1026,[1 0 1]
1027,[0 1 1]
1028,[0 1 1]
1029,[0 1 1]
1030,[0 1 1]
1031,[0 1 1]
1032,[0 1 1]
1033,[0 1 1]
1034,[0 1 1]
1035,[0 1 1]
1036,[0 1 1]
1037,[0 1 1]
1038,[0 1 1]
1039,[0 1 1]
1040,[1 1 0]
1041,[1 1 0]
1042,[0 1 0]
1043,[0 0 0]
1044,[0 0 0]
1045,[0 1 1]
1046,[0 0 1]
1047,[0 0 1]
1048,[0 1 1]
1049,[0 1 0]
1050,[1 1 1]
1051,[0 1 1]
1052,[0 1 1]
1053,[1 1 0]
1054,[0 1 1]
1055,[1 0 0]
1056,[1 0 0]
1057,[0 1 1]
1058,[0 1 1]
1059,[1 1 0]
1060,[1 1 0]
1061,[1 0 0]
1062,[1 1 1]
1063,[1 1 1]
1064,[0 1 1]
1065,[1 1 1]
1066,[1 1 1]
1067,[1 1 1]
1068,[0 1 1]
1069,[1 1 1]
1070,[1 0 1]
1071,[1 1 1]
1072,[1 1 1]
1073,[1 1 1]
1074,[1 1 1]
1075,[0 1 1]
1076,[1 1 1]
1077,[1 0 1]
1078,[1 1 1]
1079,[1 1 1]
1080,[1 1 1]
1081,[0 1 1]
1082,[1 1 1]
1083,[1 1 1]
1084,[1 0 1]
1085,[0 0 1]
1086,[0 0 1]
1087,[0 0 1]
1088,[0 1 1]
1089,[1 1 1]
1090,[1 1 1]
1091,[1 1 1]
1092,[1 1 1]
1093,[0 0 1]
1094,[0 0 1]
1095,[1 1 1]
1096,[1 1 1]
1097,[1 1 1]
1098,[1 1 1]
1099,[1 1 1]
1100,[1 1 1]
1101,[0 1 1]
1102,[1 1 1]
1103,[1 1 1]
1104,[1 1 1]
1105,[0 1 1]
1106,[1 1 1]
1107,[0 1 1]
1108,[0 1 1]
1109,[1 1 1]
1110,[0 1 1]
1111,[1 1 1]
1112,[1 1 1]
1113,[0 1 1]
1114,[0 1 1]
1115,[0 0 1]
1116,[0 0 1]
1117,[1 0 1]
1118,[0 1 1]
1119,[0 1 0]
1120,[0 0 1]
1121,[0 1 0]
1122,[1 0 1]
1123,[1 1 1]
1124,[1 1 1]
1125,[1 1 1]
1126,[1 1 1]
1127,[1 1 1]
1128,[1 1 1]
1129,[1 1 1]
1130,[1 1 0]
1131,[1 1 0]
1132,[0 1 1]
1133,[0 1 0]
1134,[0 1 1]
1135,[0 0 1]
1136,[0 0 0]
1137,[0 1 0]
1138,[1 1 0]
1139,[0 0 0]
1140,[1 0 0]
1141,[1 1 0]
1142,[0 0 1]
1143,[1 1 1]
1144,[1 0 1]
1145,[1 1 1]
1146,[1 1 1]
1147,[1 0 1]
1148,[1 1 1]
1149,[1 1 1]
1150,[1 1 1]
1151,[0 1 1]
1152,[1 1 0]
1153,[1 1 0]
1154,[1 1 1]
1155,[1 1 1]
1156,[0 1 1]
1157,[0 1 1]
1158,[1 1 1]
1159,[1 1 1]
1160,[1 1 1]
1161,[1 1 0]
1162,[1 1 1]
1163,[0 1 1]
1164,[1 1 1]
1165,[0 1 1]
1166,[1 1 1]
1167,[1 1 1]
1168,[1 1 1]
1169,[1 1 1]
1170,[1 1 1]
1171,[0 1 1]
1172,[1 1 1]
1173,[0 1 1]
1174,[1 1 1]
1175,[1 1 1]
1176,[0 0 1]
1177,[0 0 1]
1178,[0 0 1]
1179,[1 1 1]
1180,[1 1 1]
1181,[0 1 1]
1182,[1 1 1]
1183,[1 0 1]
1184,[1 1 1]
1185,[1 0 1]
1186,[0 1 1]
1187,[0 1 1]
1188,[1 1 1]
1189,[1 1 1]
1190,[1 1 1]
1191,[1 1 1]
1192,[1 1 1]
1193,[1 0 1]
1194,[1 1 1]
1195,[1 1 1]
1196,[1 1 1]
1197,[1 1 1]
1198,[1 1 1]
1199,[1 1 1]
1200,[1 1 1]
1201,[1 1 1]
1202,[1 1 1]
1203,[0 1 1]
1204,[0 1 1]
1205,[1 1 1]
1206,[1 1 1]
1207,[1 1 1]
1208,[0 1 1]
1209,[0 1 1]
1210,[1 1 1]
1211,[1 1 1]
1212,[0 1 1]
1213,[0 1 1]
1214,[1 1 1]
1215,[1 1 1]
1216,[1 1 1]
1217,[1 1 1]
1218,[0 1 1]
1219,[1 1 1]
1220,[1 1 1]
1221,[1 1 1]
1222,[1 1 1]
1223,[1 1 1]
1224,[1 1 1]
1225,[0 1 0]
1226,[0 1 0]
1227,[1 1 0]
1228,[1 1 0]
1229,[1 1 0]
1230,[1 0 1]
1231,[1 0 0]
1232,[0 1 0]
1233,[0 1 0]
1234,[1 1 0]
1235,[1 1 0]
1236,[1 1 0]
1237,[1 1 0]
1238,[1 0 0]
1239,[1 0 0]
1240,[1 1 1]
1241,[1 1 1]
1242,[1 1 1]
1243,[0 1 1]
1244,[0 1 1]
1245,[1 1 1]
1246,[1 1 1]
1247,[0 1 1]
1248,[1 1 0]
1249,[1 1 1]
1250,[1 1 1]
1251,[1 1 1]
1252,[1 1 1]
1253,[1 1 1]
1254,[1 1 1]
1255,[1 1 1]
1256,[1 1 1]
1257,[1 1 1]
1258,[1 1 1]
1259,[1 1 1]
1260,[1 1 1]
1261,[1 1 1]
1262,[0 1 1]
1263,[0 1 0]
1264,[0 1 0]
1265,[0 1 0]
1266,[0 1 1]
1267,[0 1 1]
1268,[1 0 1]
1269,[0 0 1]
1270,[0 1 1]
1271,[0 1 1]
1272,[0 1 1]
1273,[0 1 1]
1274,[1 1 1]
1275,[0 0 1]
1276,[0 0 1]
1277,[1 0 1]
1278,[1 0 1]
1279,[1 0 1]
1280,[1 1 1]
1281,[0 1 1]
1282,[0 1 1]
1283,[0 1 1]
1284,[0 0 1]
1285,[0 0 1]
1286,[0 0 1]
1287,[1 1 1]
1288,[0 1 1]
1289,[1 1 1]
1290,[0 1 1]
1291,[1 1 1]
1292,[1 1 1]
1293,[0 0 1]
1294,[0 0 1]
1295,[1 1 0]
1296,[0 1 1]
1297,[1 1 1]
1298,[0 0 1]
1299,[0 1 1]
1300,[0 1 1]
1301,[1 1 1]
1302,[1 1 1]
1303,[1 1 1]
1304,[1 1 1]
1305,[1 1 1]
1306,[0 0 0]
1307,[0 0 0]
1308,[0 0 0]
1309,[1 1 1]
1310,[1 1 1]
1311,[1 0 1]
1312,[1 1 1]
1313,[0 1 1]
1314,[1 1 1]
1315,[1 0 1]
1316,[1 1 1]
1317,[1 1 1]
1318,[0 1 1]
1319,[1 1 1]
1320,[0 1 1]
1321,[0 1 1]
1322,[1 1 1]
1323,[1 1 1]
1324,[0 1 1]
1325,[0 1 1]
1326,[0 1 1]
1327,[1 0 1]
1328,[1 1 1]
1329,[1 1 1]
1330,[1 1 1]
1331,[1 1 1]
1332,[1 1 1]
1333,[1 1 1]
1334,[1 1 1]
1335,[1 1 1]
1336,[1 1 1]
1337,[1 1 1]
1338,[1 1 1]
1339,[1 1 1]
1340,[1 1 1]
1341,[1 1 1]
1342,[1 0 1]
1343,[0 1 1]
1344,[1 1 1]
1345,[1 1 1]
1346,[1 1 1]
1347,[1 1 1]
1348,[1 1 1]
1349,[1 1 1]
1350,[1 1 1]
1351,[1 1 1]
1352,[1 1 1]
1353,[1 1 1]
1354,[1 1 1]
1355,[1 1 1]
1356,[1 1 1]
1357,[1 1 1]
1358,[1 1 0]
1359,[1 1 0]
1360,[1 1 1]
1361,[0 0 1]
